,"(x0, y0)",converged to,closest fp,stability,success
0,"(0.5704265780005447, -0.15896263590290774)","(0.001963925315067172, 0.00021852254576515406)","(0.0, 0.0)",unstable,False
0,"(0.12107010520190004, -0.12353971666210409)","(0.0013236433733254671, -0.0015474662650376558)","(0.0, 0.0)",unstable,False
0,"(-0.3139975319485813, 0.4966737036511648)","(-0.0028498233295977116, 0.0035146712325513363)","(0.0, 0.0)",unstable,False
0,"(-0.33870946463212215, 0.11510283013873976)","(-0.0016600966919213533, -0.00048495829105377197)","(0.0, 0.0)",unstable,False
0,"(-0.1280290639057066, 0.39325149088460826)","(-0.0007538587087765336, 0.0020062148105353117)","(0.0, 0.0)",unstable,False
0,"(0.42127520707062915, 0.30137353302613684)","(0.0051766992546617985, 0.0031701624393463135)","(0.0, 0.0)",unstable,False
0,"(0.10169597305115687, -0.23814574478909367)","(0.0017452925676479936, -0.002305814530700445)","(0.0, 0.0)",unstable,False
0,"(0.00616111049791197, -0.22320520196239726)","(-0.0010566959390416741, -0.001591780805028975)","(0.0, 0.0)",unstable,False
0,"(-0.8762144634185838, 0.0288785166003839)","(-0.21781830489635468, 0.172047957777977)",,,False
0,"(0.11608428605216026, 0.2403917912193368)","(0.0006709053996019065, 0.001202848507091403)","(0.0, 0.0)",unstable,False
0,"(0.2638846865096634, -0.20017841715450901)","(0.0026795268058776855, -0.0018932014936581254)","(0.0, 0.0)",unstable,False
0,"(0.10513428013417216, 0.22185997944979127)","(0.0005337760085240006, 0.0013363927137106657)","(0.0, 0.0)",unstable,False
0,"(0.3014926107141074, -0.0804330286900981)","(0.003643214702606201, -0.0012505396734923124)","(0.0, 0.0)",unstable,False
0,"(-0.1371730989897502, 0.06072713965630111)","(-0.0011658042203634977, -0.0001755587727529928)","(0.0, 0.0)",unstable,False
0,"(0.25857446108770527, -0.373758063452054)","(0.0016139209037646651, -0.005133158061653376)","(0.0, 0.0)",unstable,False
0,"(-0.1017937162230238, 0.16073875485741806)","(-0.00021882056898903102, 0.0006218522903509438)","(0.0, 0.0)",unstable,False
0,"(-0.4973385713632009, 0.08228477014153042)","(-0.0011321663623675704, -0.000689455890096724)","(0.0, 0.0)",unstable,False
0,"(0.04028189990005499, 0.3419769260271978)","(0.0001437991886632517, 0.0013443112839013338)","(0.0, 0.0)",unstable,False
0,"(-0.10325631627381661, 0.4010221502689079)","(-0.0006470054504461586, 0.0023074031341820955)","(0.0, 0.0)",unstable,False
0,"(0.1902229500902797, -0.15334934783947968)","(0.002236604690551758, -0.0011638880241662264)","(0.0, 0.0)",unstable,False
0,"(-0.21937719562568744, -0.03140097064749309)","(-0.021009722724556923, -0.00351311219856143)","(0.0, 0.0)",unstable,False
0,"(0.055364935531994265, 0.20890825812133193)","(0.00030444710864685476, 0.0005683749914169312)","(0.0, 0.0)",unstable,False
0,"(-0.19985541987340355, 0.19548843179916367)","(-0.0008921176195144653, 0.0004032999277114868)","(0.0, 0.0)",unstable,False
0,"(-0.15358043525322806, 0.09818613933033811)","(-0.0016574293840676546, 0.0008241191389970481)","(0.0, 0.0)",unstable,False
0,"(-0.095186157057339, 0.13408920358250134)","(-0.0003089710953645408, 0.0004970401641912758)","(0.0, 0.0)",unstable,False
0,"(0.07455671725930949, -0.5681883822720948)","(-0.0003788411559071392, -0.006419646553695202)","(0.0, 0.0)",unstable,False
0,"(0.36668510215310474, -0.13876090690386544)","(0.003401458263397217, -0.0012221366632729769)","(0.0, 0.0)",unstable,False
0,"(0.198760122525796, -0.4021419974460395)","(0.00044088662252761424, -0.0034257173538208008)","(0.0, 0.0)",unstable,False
0,"(-0.3726855180457696, 0.35221305406846487)","(-0.0026620267890393734, 0.0013917386531829834)","(0.0, 0.0)",unstable,False
0,"(0.3697052774829161, 0.019029567374650978)","(0.0030402005650103092, -0.0011103569995611906)","(0.0, 0.0)",unstable,False
0,"(0.009042473736720487, 0.2674522829526024)","(-5.2002258598804474e-05, 0.0015498161083087325)","(0.0, 0.0)",unstable,False
0,"(0.5170054402642632, 1.128275112641143)","(6.52551680104807e-05, 2.0004653930664062)","(0.0, 2.0)",stable,True
